---------------------------- PROCESS STARTED (17165) for package com.runninghub.app ----------------------------
2026-02-05 17:28:22.305 17165-17165 nativeloader            com.runninghub.app                   D  Load libframework-connectivity-tiramisu-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity-t.jar: ok
2026-02-05 17:28:23.124 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  Accept: application/json, text/plain, */*
2026-02-05 17:28:23.124 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  Authorization: Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxODQ4MDMwNjYwNjM1MDc0NTYxIiwiZXhwIjoxNzcyODc0MjcyLCJjcmVhdGVkIjoxNzcwMjgyMjcyNzQ4LCJ1c2VybmFtZSI6ImFiNjc4YjA5NjRkMzhjZTNjMGJhMTFmYmFlYjA0YWE5IiwidXNlclJlZ2lvbiI6InpoX0NOIn0.MP2Qy8tVEYi02TL0_erJOsR7Mz9NroCKhfuBztweuA-W4zeA8XwvUvjqdosXUChHipyIQIvR6tJoEtmMKO-apw
2026-02-05 17:28:23.124 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  --> END POST
2026-02-05 17:28:23.200 17165-17170 .runninghub.app         com.runninghub.app                   I  Compiler allocated 5042KB to compile void android.view.ViewRootImpl.performTraversals()
2026-02-05 17:28:23.400 17165-17165 InsetsController        com.runninghub.app                   D  hide(ime(), fromIme=false)
2026-02-05 17:28:23.400 17165-17165 ImeTracker              com.runninghub.app                   I  com.runninghub.app:40bdfdab: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
2026-02-05 17:28:24.354 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  <-- 200 https://www.runninghub.cn/api/webapp/carefullyChosenList (1236ms)
2026-02-05 17:28:24.354 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  server: nginx
2026-02-05 17:28:24.354 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  content-type: application/json
2026-02-05 17:28:24.354 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Accept-Encoding
2026-02-05 17:28:24.354 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Origin
2026-02-05 17:28:24.354 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Access-Control-Request-Method
2026-02-05 17:28:24.355 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Access-Control-Request-Headers
2026-02-05 17:28:24.355 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  x-frame-options: SAMEORIGIN
2026-02-05 17:28:24.355 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  date: Thu, 05 Feb 2026 09:28:47 GMT
2026-02-05 17:28:24.355 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  eo-log-uuid: 17365140847766898542
2026-02-05 17:28:24.355 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  eo-cache-status: MISS
2026-02-05 17:28:24.355 17165-17192 okhttp.OkHttpClient     com.runninghub.app                   I  <-- END HTTP
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  <-- 200 https://www.runninghub.cn/api/portal/tag/tree (1246ms)
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  server: nginx
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  content-type: application/json
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Accept-Encoding
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Origin
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Access-Control-Request-Method
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Access-Control-Request-Headers
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  x-frame-options: SAMEORIGIN
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  date: Thu, 05 Feb 2026 09:28:47 GMT
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  eo-log-uuid: 8869810651013008487
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  eo-cache-status: MISS
2026-02-05 17:28:24.366 17165-17193 okhttp.OkHttpClient     com.runninghub.app                   I  <-- END HTTP
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  <-- 200 https://www.runninghub.cn/api/webapp/list (1242ms)
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  server: nginx
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  content-type: application/json
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Accept-Encoding
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Origin
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Access-Control-Request-Method
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  vary: Access-Control-Request-Headers
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  x-frame-options: SAMEORIGIN
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  date: Thu, 05 Feb 2026 09:28:47 GMT
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  eo-log-uuid: 6987149836891819726
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  eo-cache-status: MISS
2026-02-05 17:28:24.367 17165-17194 okhttp.OkHttpClient     com.runninghub.app                   I  <-- END HTTP
2026-02-05 17:28:24.428 17165-17165 NetworkObserver         com.runninghub.app                   W  Unable to register network observer.
2026-02-05 17:28:24.505 17165-17165 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.720 17165-17215 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.866 17165-17227 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.886 17165-17215 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.890 17165-17217 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.911 17165-17227 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.920 17165-17227 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.923 17165-17215 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.942 17165-17217 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.966 17165-17216 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:24.975 17165-17235 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.041 17165-17231 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.103 17165-17239 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.104 17165-17216 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.112 17165-17235 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.129 17165-17238 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.161 17165-17165 RealImageLoader         com.runninghub.app                   I  🧠 Successful (MEMORY_CACHE) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2531df21544c2b5b16c02ebaedeef007
2026-02-05 17:28:25.173 17165-17215 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.174 17165-17165 RealImageLoader         com.runninghub.app                   I  🧠 Successful (MEMORY_CACHE) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2531df21544c2b5b16c02ebaedeef007
2026-02-05 17:28:25.189 17165-17216 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.229 17165-17165 RealImageLoader         com.runninghub.app                   I  🧠 Successful (MEMORY_CACHE) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2531df21544c2b5b16c02ebaedeef007
2026-02-05 17:28:25.267 17165-17227 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.268 17165-17248 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.374 17165-17237 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.393 17165-17216 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.505 17165-17230 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.526 17165-17165 Choreographer           com.runninghub.app                   I  Skipped 62 frames!  The application may be doing too much work on its main thread.
2026-02-05 17:28:25.532 17165-17233 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.546 17165-17230 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.551 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/system/91080962.jpg
2026-02-05 17:28:25.554 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2026-01-06/52b3031f675a2f6ee9c296ea5968b4fd.png
2026-02-05 17:28:25.554 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/headPic/263da0fdd36c47da8cc50b0b488fc929
2026-02-05 17:28:25.555 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/8b4c4eecce1b5617e366f3a2aefc2e42/2026-02-04/6c799715723cd00d2747e4044de2c959.png
2026-02-05 17:28:25.555 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2026-02-02/68b47e3571461d6c2c1867997d942c7a.jpg
2026-02-05 17:28:25.555 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/f0e0071acfebb7d879c6b888e9622083/b46a825b19343c6fab5ea212c87399ac
2026-02-05 17:28:25.556 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2026-02-02/7ec304ada71e5b4e3d5280805107ef50.jpg
2026-02-05 17:28:25.558 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2531df21544c2b5b16c02ebaedeef007
2026-02-05 17:28:25.558 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/8b6b82e002ce6936e66a411b893c6022/2026-02-04/5623f78ba4414f450d2205bb8dd80917.jpg
2026-02-05 17:28:25.561 17165-17183 HWUI                    com.runninghub.app                   I  Davey! duration=1081ms; Flags=0, FrameTimelineVsyncId=1033705, IntendedVsync=11593684324039, Vsync=11593684324039, InputEventId=0, HandleInputStart=11593684810735, AnimationStart=11593684811001, PerformTraversalsStart=11593976726305, DrawStart=11593976774033, FrameDeadline=11593734324037, FrameStartTime=11593684809332, FrameInterval=16666666, WorkloadTarget=16666666, SyncQueued=11594731003151, SyncStart=11594731178195, IssueDrawCommandsStart=11594732707818, SwapBuffers=11594760160335, FrameCompleted=11594766178769, DequeueBufferDuration=2304, QueueBufferDuration=356386, GpuCompleted=11594766178769, SwapBuffersCompleted=11594761654817, DisplayPresentTime=0, CommandSubmissionCompleted=11594760160335, 
2026-02-05 17:28:25.563 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/8f53a2391e4a6b28bc327fe8da6f2068/2026-02-02/2d3832b7aa005223aae960f8a1885842.png
2026-02-05 17:28:25.563 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/3ddf9a97d6c852bee4660b883096ed34/73e8431e4e525f87403b8bab07bcd16c
2026-02-05 17:28:25.564 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/8f53a2391e4a6b28bc327fe8da6f2068/2026-01-30/3a295b389462119dc045a34fc9a5a5f9.png
2026-02-05 17:28:25.565 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/b104a833c8eef40fb205fc840dcd9339/2026-02-02/2c6dfaef5146b216a2588ccddbf6aed5.png
2026-02-05 17:28:25.565 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/8b6b82e002ce6936e66a411b893c6022/2026-01-08/fc65c01acd5517600bb9b007e4e3a491.png
2026-02-05 17:28:25.578 17165-17183 HWUI                    com.runninghub.app                   I  Davey! duration=1066ms; Flags=0, FrameTimelineVsyncId=1033713, IntendedVsync=11593700990705, Vsync=11594734323997, InputEventId=0, HandleInputStart=11594739770168, AnimationStart=11594739770903, PerformTraversalsStart=11594743632932, DrawStart=11594743700334, FrameDeadline=11594784323995, FrameStartTime=11594738475334, FrameInterval=16666666, WorkloadTarget=16666666, SyncQueued=11594744018549, SyncStart=11594761774515, IssueDrawCommandsStart=11594762491723, SwapBuffers=11594763661385, FrameCompleted=11594785241980, DequeueBufferDuration=6719981, QueueBufferDuration=171655, GpuCompleted=11594785241980, SwapBuffersCompleted=11594772986395, DisplayPresentTime=0, CommandSubmissionCompleted=11594763661385, 
2026-02-05 17:28:25.590 17165-17172 .runninghub.app         com.runninghub.app                   I  NativeAlloc concurrent mark compact GC freed 14MB AllocSpace bytes, 49(1128KB) LOS objects, 49% free, 10MB/20MB, paused 476us,1.281ms total 215.511ms
2026-02-05 17:28:25.591 17165-17165 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
2026-02-05 17:28:25.591 17165-17165 RealImageLoader         com.runninghub.app                   I  🚨 Failed - https://rh-images.xiaoyaoyou.com/f0e0071acfebb7d879c6b888e9622083/2026-01-30/3245f938507914358cf5e38a4a0dc32a.mp4 - java.lang.RuntimeException: setDataSource failed: status = 0xFFFFFFEA
2026-02-05 17:28:25.594 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/f0e0071acfebb7d879c6b888e9622083/b46a825b19343c6fab5ea212c87399ac
2026-02-05 17:28:25.596 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/377e6f4bb50eba7e37a3f9be34e8b2ae/2026-01-14/e3fa6541ae09c8b11653f5d8948cf38e.jpg
2026-02-05 17:28:25.596 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/cf8bd163c2c4e46c3c3d325c1fc83def/2026-01-14/ee7db98e6ef1ad9a056cb8eb192c74d4.jpg
2026-02-05 17:28:25.597 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/f0e0071acfebb7d879c6b888e9622083/2026-01-26/fef25f1346d5fca474c49f71ad4dd658.mp4
2026-02-05 17:28:25.597 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/b104a833c8eef40fb205fc840dcd9339/2026-02-03/a9700957f99bc87bee12b363f8db2906.png
2026-02-05 17:28:25.597 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2026-01-30/be171ba5a6ce4a791cdbf415d8035415.jpg
2026-02-05 17:28:25.598 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/cf8bd163c2c4e46c3c3d325c1fc83def/2026-01-13/24c5fd3c607cfc3c6a2dfb2e4a805485.gif
2026-02-05 17:28:25.598 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2531df21544c2b5b16c02ebaedeef007
2026-02-05 17:28:25.599 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/b104a833c8eef40fb205fc840dcd9339/2026-01-30/265a4cc1152938938e3d56d4086d660d.png
2026-02-05 17:28:25.599 17165-17165 RealImageLoader         com.runninghub.app                   I  🚨 Failed - https://rh-images.xiaoyaoyou.com/2da0d4992a235bf6a0b6fc13922041f4/2026-01-27/06cee0a2422a6911818ee0e00b450161.mp4 - java.lang.RuntimeException: setDataSource failed: status = 0xFFFFFFEA
2026-02-05 17:28:25.599 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/c6dfe31db93b9cf020b1e2ad68cc7935/2026-02-03/3896445624833379dfbb50eec8715d9c.gif
2026-02-05 17:28:25.602 17165-17165 RealImageLoader         com.runninghub.app                   I  💾 Successful (DISK) - https://rh-images.xiaoyaoyou.com/fcc4dc84180788dce3575c538ca856e2/2026-02-04/12178049bacf9b922025066f59852125.gif
2026-02-05 17:28:25.603 17165-17165 RealImageLoader         com.runninghub.app                   I  ☁️  Successful (NETWORK) - https://rh-images.xiaoyaoyou.com/431c8b65e23401f0645b6af625430999/2531df21544c2b5b16c02ebaedeef007
2026-02-05 17:28:25.604 17165-17237 HWUI                    com.runninghub.app                   W  Image decoding logging dropped!
